Identifier,Female,Age,Gradespassed15,ReadUrdu16,Financialconditionoverlastyear22,Collectivehouseholdincome112,Ownahouse122,Ownaland123,ClientofnonIslamicinstitution32,RecitingQuran33,Attendingreligiousgatherings34,Consultingreligiouscholar310,ListTreatment,Listexperiment
ID0542,1,57,0,0,2,2,1,0,0,4,2,3,1,"2"
ID0543,1,57,0,0,1,3,1,1,0,3,4,2,0,"2"
ID0544,1,57,6,2,3,2,1,0,0,4,4,2,1,"2"
ID0545,1,39,0,0,5,4,1,1,0,3,3,1,0,"2"
ID0546,1,57,0,0,4,2,1,0,0,0,1,1,1,"2"
ID0547,1,59,2,1,4,3,1,1,1,4,1,3,0,"2"
ID0548,1,57,1,0,3,4,1,0,0,0,2,2,1,"2"
ID0549,1,59,2,1,4,4,1,1,1,3,4,3,0,"2"
ID0550,1,57,8,2,3,4,1,0,0,1,1,3,1,"2"
ID0551,1,59,2,1,3,3,1,1,1,3,4,3,0,"2"
ID0552,1,57,4,1,2,3,1,0,1,4,2,3,1,"2"
ID0553,1,58,8,2,2,3,1,1,0,4,2,1,1,"2"
ID0554,1,57,12,2,5,4,1,1,1,4,4,2,0,"2"
ID0556,1,57,0,0,2,3,1,1,0,1,4,1,0,"2"
ID0557,1,58,2,1,4,3,1,1,0,0,2,2,1,"2"
ID0559,1,58,5,2,4,3,1,0,1,3,4,1,1,"2"
ID0560,1,57,0,0,4,4,0,1,1,1,3,2,0,"2"
ID0563,1,35,8,2,4,4,1,1,0,3,4,2,1,"2"
ID0564,1,56,5,1,4,3,1,1,0,2,3,2,1,"2"
ID0565,1,27,10,2,3,2,1,0,0,2,2,0,1,"2"
ID0566,1,38,8,2,4,2,1,0,0,2,2,0,1,"2"
ID0567,1,57,0,0,3,3,1,0,0,0,4,0,1,"2"
ID0568,1,50,0,0,3,3,1,1,0,4,3,2,1,"3"
ID0569,1,36,0,0,4,3,1,0,0,3,3,2,1,"2"
ID0570,1,41,0,0,3,3,1,1,0,0,4,2,1,"3"
ID0571,1,34,0,0,3,3,1,1,0,0,3,2,1,"3"
ID0572,1,42,0,0,4,4,1,1,0,4,3,2,1,"2"
ID0573,1,35,0,0,3,4,1,1,0,3,3,2,1,"2"
ID0574,1,54,8,2,3,4,1,0,0,3,3,2,1,"2"
ID0575,1,47,5,1,3,3,1,0,0,2,3,3,1,"2"
ID0576,1,33,0,0,4,3,1,1,0,0,4,2,1,"2"
ID0577,1,32,0,0,3,3,1,0,0,3,3,2,1,"2"
ID0578,1,52,0,0,3,3,1,1,0,3,3,2,1,"3"
ID0579,1,47,0,0,3,3,1,1,1,3,3,2,1,"2"
ID0580,1,43,0,0,4,3,1,0,0,3,3,3,1,"3"
ID0581,1,27,0,0,3,4,1,1,0,0,4,2,1,"2"
ID0582,1,32,5,1,3,3,1,1,0,3,3,3,1,"2"
ID0583,1,23,8,2,3,4,1,1,0,2,3,2,1,"3"
ID0584,1,28,8,2,3,3,1,1,0,2,2,3,1,"2"
ID0585,1,57,0,0,2,3,1,1,0,2,3,2,1,"2"
ID0586,1,33,0,0,3,4,1,1,0,2,3,2,1,"3"
ID0589,1,35,5,1,3,3,1,1,0,2,2,3,0,"2"
ID0590,1,47,5,1,4,4,1,0,0,3,4,2,0,"2"
ID0591,1,48,5,2,2,2,1,0,0,1,4,2,0,"2"
ID0592,1,29,0,0,3,3,1,1,0,3,4,3,0,"1"
ID0595,1,51,12,2,4,3,1,0,0,1,3,3,0,"2"
ID0596,1,39,0,0,4,3,1,1,0,3,2,2,0,"2"
ID0597,1,51,5,1,3,3,1,1,0,3,4,2,0,"2"
ID0598,1,47,0,0,4,4,1,1,1,3,3,2,0,"2"
ID0599,1,35,0,0,2,3,1,1,0,3,3,1,0,"1"
ID0600,1,36,0,0,2,3,0,1,0,3,3,1,0,"1"
ID0601,1,47,0,0,3,3,1,1,0,3,3,2,0,"1"
ID0602,1,41,5,1,2,3,0,0,0,3,3,3,0,"2"
ID0603,1,57,0,0,3,3,1,1,0,2,3,2,0,"2"
ID0604,1,45,0,0,2,3,1,1,0,2,3,1,0,"1"
ID0605,1,32,0,0,4,4,1,1,0,2,3,3,0,"2"
ID0606,1,42,5,1,3,3,1,1,0,3,3,2,0,"2"
ID0607,1,53,0,0,3,3,1,0,0,3,4,2,0,"2"
ID0608,1,39,0,0,4,4,1,1,0,3,3,2,0,"2"
ID0609,1,25,0,0,2,2,1,0,0,3,4,1,0,"2"
ID0610,1,47,5,1,4,3,1,1,0,2,3,2,0,"2"
ID0611,1,40,0,0,3,2,1,1,0,3,4,2,0,"2"
ID0612,1,31,0,0,3,3,1,0,0,3,3,2,0,"2"
ID0614,1,40,2,0,2,3,1,1,0,0,3,3,0,"2"
ID0615,1,40,3,1,4,3,1,1,0,0,4,3,1,"2"
ID0616,1,40,1,0,1,4,1,1,0,0,4,2,0,"2"
ID0617,1,25,4,1,5,4,1,1,0,0,1,3,1,"2"
ID0618,0,40,10,2,2,4,1,1,0,2,1,2,0,"2"
ID0619,1,25,5,2,5,4,0,1,1,2,4,0,0,"2"
ID0620,1,40,8,2,1,4,0,1,1,4,2,0,1,"3"
ID0622,1,40,0,0,2,3,0,1,1,4,4,0,1,"3"
ID0624,1,41,0,0,2,3,0,0,1,1,4,2,1,"3"
ID0625,1,47,2,0,1,3,0,0,0,2,1,3,0,"2"
ID0626,1,55,0,0,4,3,1,0,0,4,3,1,1,"2"
ID0627,1,41,0,0,5,3,1,0,0,3,3,3,0,"2"
ID0629,1,55,5,2,3,2,1,0,0,2,3,1,0,"2"
ID0630,1,41,0,0,5,2,1,1,1,3,3,0,1,"3"
ID0631,1,47,8,2,2,3,1,1,0,2,1,1,0,"2"
ID0632,1,55,0,0,2,3,1,1,0,2,1,3,1,"2"
ID0634,1,47,0,0,3,3,1,1,0,2,2,1,1,"2"
ID0635,1,54,10,2,1,3,1,1,0,1,3,1,0,"2"
ID0636,1,41,0,0,1,4,1,1,0,4,4,3,1,"2"
ID0640,1,47,0,0,5,3,1,1,1,4,2,0,1,"3"
ID0641,1,47,0,0,5,2,1,1,0,1,2,3,0,"2"
ID0642,1,41,0,0,4,2,1,1,0,1,2,2,1,"3"
ID0645,1,41,0,0,1,2,1,1,0,4,4,1,0,"3"
ID0646,1,47,12,2,1,3,1,1,0,4,1,3,1,"2"
ID0649,1,47,0,0,5,3,1,1,0,4,3,1,0,"2"
ID0650,1,47,5,2,1,3,1,1,0,3,4,3,1,"2"
ID0652,1,47,2,0,3,2,1,1,0,2,3,2,1,"2"
ID0653,1,47,6,2,2,3,1,1,0,1,3,2,0,"2"
ID0654,1,41,8,2,1,3,1,1,0,3,4,1,1,"2"
ID0657,1,41,0,0,2,3,1,1,0,4,3,2,0,"2"
ID0658,1,41,0,0,3,3,1,1,0,2,1,1,1,"2"
ID0659,1,47,0,0,1,3,1,1,0,1,3,3,0,"2"
ID0660,1,41,0,0,5,3,1,1,0,2,2,2,1,"2"
ID0661,1,41,0,0,1,3,1,1,0,3,3,3,0,"2"
ID0662,1,47,0,0,5,3,1,1,0,1,4,1,1,"2"
ID0667,1,47,0,0,2,3,1,1,0,2,2,2,1,"2"
ID0670,1,43,0,0,3,3,0,0,0,0,4,2,1,"2"
ID0671,1,36,7,1,3,3,0,1,1,0,4,0,0,"3"
ID0672,0,22,3,1,3,4,1,1,0,0,4,0,1,"3"
ID0673,1,41,14,2,4,4,1,0,0,2,3,2,0,"2"
ID0674,1,27,10,2,3,4,1,0,0,2,3,2,0,"2"
ID0675,1,30,0,0,3,3,1,0,0,0,3,3,1,"3"
ID0678,1,37,3,1,2,4,1,0,0,2,4,1,1,"3"
ID0679,1,37,8,2,1,88,1,0,0,1,3,1,0,"2"
ID0680,1,35,5,1,3,4,1,0,0,3,4,1,1,"3"
ID0681,1,47,0,0,3,3,1,1,0,2,3,1,0,"2"
ID0682,1,31,3,1,3,4,1,1,0,2,4,2,1,"3"
ID0685,1,57,0,0,3,3,1,0,0,2,3,2,1,"3"
ID0688,1,55,8,2,1,4,1,0,1,4,3,0,0,"2"
ID0689,1,56,4,1,3,4,1,1,0,2,3,2,1,"2"
ID0690,1,37,3,2,3,3,1,1,0,2,3,2,0,"2"
ID0691,1,37,8,1,3,4,1,0,0,1,3,1,0,"2"
ID0693,1,31,5,1,1,3,0,1,0,1,3,1,0,"2"
ID0695,1,29,3,0,3,3,1,1,0,2,4,2,0,"2"
ID0696,1,28,5,2,3,99,1,0,0,3,2,2,1,"3"
ID0697,1,47,6,2,2,4,1,1,1,2,4,2,1,"3"
ID0698,0,29,10,2,4,4,1,1,0,2,4,2,0,"2"
ID0699,1,56,8,1,2,4,1,0,0,1,4,2,0,"2"
ID0700,1,42,2,0,3,3,1,0,0,0,3,3,1,"3"
ID0701,1,45,3,1,3,3,1,0,0,2,4,1,0,"2"
ID0705,1,48,5,1,4,4,1,1,1,2,3,2,1,"3"
ID0706,1,31,8,2,4,3,0,0,0,1,3,3,0,"2"
ID0707,1,58,10,2,1,4,1,1,1,2,3,1,1,"2"
ID0708,1,39,10,2,2,4,0,1,0,1,1,2,0,"2"
ID0709,1,43,3,0,2,4,1,0,0,0,3,1,1,"2"
ID0710,1,34,2,0,4,4,1,0,0,0,4,0,0,"2"
ID0711,1,35,0,0,3,4,1,1,0,2,3,2,1,"2"
ID0713,1,57,4,1,4,4,1,0,1,2,3,0,1,"2"
ID0714,1,47,5,2,4,3,1,0,0,1,1,3,0,"2"
ID0715,1,38,9,2,2,4,1,0,1,2,4,1,1,"2"
ID0716,0,36,0,0,3,3,1,1,0,2,2,2,0,"2"
ID0717,1,33,8,2,1,4,1,1,0,2,4,1,1,"2"
ID0719,1,37,8,2,4,3,1,0,0,3,3,3,0,"2"
ID0720,1,20,8,2,2,3,1,1,0,2,4,1,1,"2"
ID0721,1,36,0,0,3,4,0,0,0,4,4,2,0,"2"
ID0722,1,42,0,0,3,3,1,1,0,1,2,2,1,"1"
ID0723,1,53,5,2,2,4,1,0,0,4,2,1,0,"2"
ID0725,1,34,5,1,1,3,0,1,1,1,3,0,0,"3"
ID0726,1,33,3,0,3,4,0,0,0,2,3,0,1,"1"
ID0728,1,39,7,2,4,4,1,0,0,1,2,2,0,"2"
ID0729,1,46,8,1,2,4,0,1,0,1,3,0,1,"2"
ID0730,1,26,10,2,4,3,1,1,1,1,2,2,1,"2"
ID0731,1,44,0,0,4,4,1,0,0,0,2,1,0,"2"
ID0732,1,26,0,0,4,4,1,1,0,1,4,0,1,"2"
ID0733,0,57,5,0,3,3,1,1,0,2,2,2,0,"2"
ID0734,1,49,0,1,3,4,1,1,0,0,3,1,1,"2"
ID0735,1,32,7,2,4,3,1,0,0,3,3,3,0,"2"
ID0736,0,36,0,1,4,4,1,1,0,0,3,0,1,"2"
ID0737,1,39,5,2,4,4,1,0,0,0,3,1,0,"2"
ID0740,1,39,0,0,3,2,0,0,0,0,4,2,0,"2"
ID0741,1,55,6,0,2,3,0,1,0,4,3,1,1,"2"
ID0742,1,29,2,0,2,4,0,1,0,4,3,0,1,"2"
ID0743,1,27,7,1,2,3,0,0,0,4,1,1,1,"2"
ID0744,1,48,0,0,2,3,0,1,0,4,3,1,1,"2"
ID0745,1,49,4,1,2,3,0,1,0,4,1,1,1,"2"
ID0746,1,57,3,1,2,3,0,1,0,4,3,1,0,"2"
ID0747,1,27,4,1,2,3,0,1,0,4,3,0,0,"2"
ID0748,1,42,8,2,2,3,0,0,0,4,3,1,0,"2"
ID0749,1,44,3,1,2,3,0,0,0,4,1,1,0,"2"
ID0750,1,59,8,2,3,4,0,0,0,4,1,0,1,"2"
ID0751,1,36,5,2,3,4,0,0,0,4,1,0,0,"2"
ID0752,1,39,12,2,4,2,1,0,0,1,2,0,0,"2"
ID0753,1,42,5,2,2,4,0,0,0,4,1,0,1,"2"
ID0754,1,47,5,2,3,4,0,0,0,4,1,0,0,"2"
ID0755,1,29,10,2,2,3,0,0,0,4,3,0,0,"2"
ID0758,0,39,8,2,3,2,1,0,0,1,2,0,1,"2"
ID0759,1,45,0,0,3,4,0,0,0,2,3,0,1,"2"
ID0760,1,30,0,1,4,2,1,0,0,2,2,1,1,"2"
ID0761,0,56,0,0,4,3,1,0,0,0,4,1,1,"1"
ID0762,0,47,0,1,4,3,1,0,0,0,4,1,1,"1"
ID0763,1,26,0,1,3,4,0,0,0,1,3,2,1,"2"
ID0764,1,57,0,0,4,3,1,1,0,2,4,0,1,"2"
ID0767,1,29,5,1,3,2,1,0,0,1,1,2,0,"2"
ID0768,1,45,0,0,3,4,1,0,0,3,4,2,0,"2"
ID0769,1,37,6,2,2,4,1,0,0,2,5,2,0,"2"
ID0770,1,40,8,1,2,1,1,0,0,1,2,0,0,"2"
ID0771,1,37,0,0,3,1,1,0,0,1,2,0,0,"2"
ID0772,1,39,0,1,4,1,1,0,0,3,2,0,0,"2"
ID0773,0,50,0,0,4,4,1,0,0,3,2,1,0,"2"
ID0774,0,37,0,0,4,4,1,0,0,0,4,1,0,"1"
ID0775,0,20,0,0,4,4,1,0,0,0,4,1,0,"1"
ID0776,1,40,5,2,3,2,1,0,0,2,2,2,1,"2"
ID0779,1,27,10,2,2,3,1,0,0,4,2,0,1,"2"
ID0783,1,47,8,2,2,3,1,0,0,4,2,0,0,"2"
ID0784,1,47,5,2,2,4,1,0,0,4,2,0,0,"2"
ID0786,1,47,5,2,3,4,0,0,0,4,1,0,1,"5"
ID0787,1,28,2,0,3,4,0,0,0,4,1,0,1,"5"
ID0788,1,36,2,1,4,3,1,1,0,3,2,1,0,"2"
ID0789,1,27,8,2,4,3,1,1,0,3,2,1,0,"3"
ID0790,1,37,14,2,4,3,1,0,0,3,2,1,1,"3"
ID0791,1,50,8,2,4,4,1,1,0,3,2,1,1,"2"
ID0792,1,31,8,2,4,4,1,1,0,3,2,1,1,"2"
ID0793,1,56,10,2,4,4,1,0,0,3,2,0,1,"3"
ID0794,1,37,4,2,4,3,1,0,0,3,2,0,1,"3"
ID0795,1,32,5,2,4,3,1,0,0,3,2,0,1,"3"
ID0796,1,47,14,2,4,4,1,0,0,3,2,1,0,"2"
ID0797,1,42,3,1,4,3,1,1,0,3,2,1,0,"3"
ID0798,1,34,8,2,4,4,1,1,0,3,2,1,0,"3"
ID0799,1,47,5,2,4,4,1,0,0,3,2,0,0,"3"
ID0800,1,57,5,2,4,4,1,0,0,3,2,0,0,"3"
ID0801,1,57,12,2,4,4,1,0,0,3,2,0,0,"3"
ID0802,1,30,10,2,4,3,1,0,0,3,2,1,0,"3"
ID0803,1,43,14,2,3,2,0,0,0,4,1,0,1,"4"
ID0804,1,48,12,2,3,3,0,0,0,4,1,0,1,"3"
ID0805,1,57,12,2,3,3,0,0,0,4,1,0,1,"2"
ID0806,1,47,14,2,3,4,0,0,0,4,1,0,1,"4"
ID0807,1,45,12,2,3,3,0,0,0,4,1,0,0,"2"
ID0808,1,29,12,2,3,3,0,0,0,4,1,0,0,"2"
ID0812,1,47,0,1,4,3,1,0,0,3,2,1,1,"2"
ID0813,1,48,5,2,3,3,0,0,0,2,2,1,1,"3"
ID0814,1,49,10,2,3,4,0,1,0,2,1,0,1,"3"
ID0815,1,37,7,2,4,3,1,1,0,3,2,1,1,"3"
ID0816,1,47,6,2,4,3,1,1,0,3,2,1,1,"2"
ID0817,1,42,8,2,4,3,1,1,0,3,2,1,1,"2"
ID0818,1,35,10,2,3,4,0,1,0,2,2,1,1,"2"
ID0819,1,37,8,2,4,3,1,1,0,2,2,1,1,"3"
ID0820,1,38,4,2,4,3,1,1,0,3,2,1,0,"3"
ID0821,1,39,5,2,3,3,1,0,0,2,2,1,0,"3"
ID0822,1,28,10,2,3,4,0,1,0,2,2,1,0,"3"
ID0827,1,23,3,1,2,3,0,1,0,3,3,3,1,"2"
ID0828,0,33,3,1,4,4,1,1,0,4,4,2,1,"2"
ID0829,0,39,0,0,3,4,1,1,0,0,4,2,1,"2"
ID0831,1,28,0,0,3,4,1,1,0,3,2,2,1,"2"
ID0832,1,43,0,0,3,3,1,0,0,2,3,0,1,"3"
ID0833,1,35,5,2,2,4,0,1,0,1,1,3,1,"2"
ID0834,1,36,0,2,3,3,1,1,0,1,2,0,1,"3"
ID0836,1,49,5,1,2,4,1,0,1,3,3,0,1,"3"
ID0837,1,45,3,1,4,4,1,1,0,1,2,1,1,"2"
ID0838,1,33,8,2,3,4,1,1,0,1,2,2,1,"2"
ID0840,1,36,0,0,5,3,1,0,0,0,4,1,1,"2"
ID0842,1,24,6,2,3,4,1,0,0,2,2,3,1,"2"
ID0844,1,35,3,1,4,4,1,0,0,3,3,2,1,"2"
ID0845,1,40,4,1,4,4,1,1,0,3,3,0,1,"2"
ID0846,1,53,8,2,3,4,1,0,0,1,3,1,1,"2"
ID0847,1,57,5,1,3,4,1,1,0,1,1,0,1,"3"
ID0849,1,31,0,0,3,3,1,0,0,2,1,0,1,"3"
ID0853,1,49,3,1,4,4,1,1,0,1,4,0,1,"2"
ID0854,1,56,2,0,2,3,1,0,0,2,3,2,1,"2"
ID0855,1,40,5,1,2,4,1,1,1,1,3,0,1,"3"
ID0856,1,52,5,2,2,3,1,1,0,1,3,2,1,"2"
ID0857,1,42,5,1,4,3,1,1,0,0,2,2,1,"2"
ID0858,1,25,10,2,2,4,1,0,1,3,4,0,1,"3"
ID0859,1,24,10,2,3,4,1,1,0,2,2,2,1,"2"
ID0861,1,39,0,1,2,3,1,0,1,1,3,0,1,"3"
ID0862,1,37,2,0,1,3,1,0,0,3,3,2,1,"2"
ID0863,1,29,5,1,1,4,1,1,0,2,2,3,1,"2"
ID0864,1,57,5,0,3,4,1,1,0,3,3,2,1,"2"
ID0865,0,39,10,2,3,4,1,1,0,3,3,2,0,"2"
ID0867,0,28,3,1,4,4,1,1,0,3,3,3,0,"3"
ID0870,1,48,0,0,4,4,1,1,0,1,1,2,0,"2"
ID0871,1,34,8,2,4,4,1,1,0,1,1,0,0,"2"
ID0872,1,49,5,2,4,4,1,1,0,1,2,2,0,"2"
ID0873,1,44,10,2,2,3,1,1,1,3,4,0,0,"2"
ID0875,1,54,2,1,3,4,1,1,0,2,1,2,0,"2"
ID0876,1,25,10,2,3,3,1,0,0,3,3,0,0,"2"
ID0877,1,34,10,2,2,4,1,0,0,3,4,3,0,"2"
ID0878,1,48,5,1,3,4,1,1,0,3,2,2,0,"2"
ID0879,1,47,10,2,2,4,1,1,0,2,4,2,0,"2"
ID0880,1,42,7,1,3,3,0,1,0,4,4,2,0,"2"
ID0881,1,57,1,1,3,3,1,1,0,4,4,1,0,"2"
ID0882,1,43,0,0,4,4,1,1,0,2,3,2,0,"2"
ID0883,1,37,0,1,4,4,1,1,0,2,2,1,0,"2"
ID0884,1,45,3,2,5,4,1,0,0,1,3,1,0,"2"
ID0885,1,30,0,0,3,4,1,1,0,1,1,2,0,"2"
ID0886,1,42,5,1,3,4,1,1,0,3,4,2,0,"2"
ID0887,1,28,8,2,4,4,1,1,1,1,1,0,0,"2"
ID0888,1,33,0,0,1,3,1,0,0,1,1,1,0,"2"
ID0889,1,27,2,1,1,4,0,1,0,2,3,1,0,"2"
ID0890,1,29,5,1,2,4,1,0,0,3,2,2,0,"2"
ID0891,1,37,5,2,3,4,1,1,0,1,1,2,0,"2"
ID0892,1,47,1,0,2,4,1,0,0,2,1,3,0,"2"
ID0893,1,47,5,1,4,4,0,1,0,3,3,3,0,"2"
ID0895,1,46,0,0,3,4,1,1,0,2,2,3,0,"2"
ID0896,1,28,10,2,4,4,1,1,0,3,4,1,0,"2"
ID0897,1,44,5,1,1,4,1,0,0,2,3,2,0,"2"
ID0898,1,30,5,1,1,4,1,0,0,1,2,2,0,"2"
ID0900,1,53,3,1,2,3,1,1,0,2,2,2,0,"2"
ID0901,1,47,2,1,1,3,1,1,0,4,4,1,0,"2"
ID0902,1,37,3,1,4,4,1,1,1,1,1,3,0,"2"
ID0903,1,45,8,2,5,4,1,1,0,3,3,1,0,"2"
ID0904,1,58,0,0,3,2,1,1,0,0,4,1,1,"2"
ID0905,1,56,0,0,2,2,1,0,0,0,4,0,0,"2"
ID0917,1,33,5,1,3,2,1,0,0,0,4,2,0,"2"
ID0921,1,37,0,0,3,99,1,0,0,2,2,3,0,"3"
ID0923,1,30,5,1,3,3,1,1,0,1,4,2,1,"3"
ID0924,1,46,6,0,3,2,1,0,0,0,4,0,1,"2"
ID0925,1,40,3,1,3,4,1,1,0,4,1,2,0,"2"
ID0926,1,42,5,1,2,3,1,1,0,2,1,2,0,"2"
ID0927,1,23,5,1,4,3,1,1,0,1,2,0,1,"3"
ID0928,0,31,5,1,3,3,1,1,0,4,4,0,1,"3"
ID0929,1,39,3,2,3,4,1,0,0,4,4,3,1,"3"
ID0930,1,47,5,1,5,3,1,0,0,4,2,2,1,"3"
ID0931,1,34,0,0,3,4,1,0,0,4,4,3,0,"2"
ID0932,1,35,0,0,3,3,1,1,0,4,4,0,1,"2"
ID0933,1,48,10,2,3,4,1,1,0,4,4,2,0,"2"
ID0934,1,49,10,2,3,4,1,1,0,4,1,2,1,"2"
ID0936,1,27,0,0,4,3,1,1,0,2,2,0,1,"3"
ID0937,1,34,5,1,3,3,1,1,0,0,4,0,0,"2"
ID0938,1,29,0,1,3,4,1,0,0,1,1,0,1,"3"
ID0939,1,44,0,0,3,4,1,0,0,0,4,0,1,"3"
ID0940,1,39,6,2,3,4,0,0,0,1,1,2,0,"2"
ID0941,1,26,8,2,4,4,0,0,0,2,2,2,0,"2"
ID0943,1,39,6,2,4,2,1,0,0,1,4,2,0,"2"
ID0945,1,47,0,0,4,3,1,0,0,1,1,0,0,"2"
ID0946,1,56,0,0,3,3,1,0,0,0,2,2,0,"2"
ID0947,1,25,0,1,4,3,1,0,0,1,1,0,0,"2"
ID0949,1,41,0,0,4,3,1,0,0,1,2,0,0,"2"
ID0950,1,45,0,2,3,4,1,0,0,4,4,0,0,"2"
ID0951,1,31,0,0,3,4,1,0,0,0,3,0,1,"2"
ID0953,1,29,12,1,3,3,0,0,0,1,3,0,1,"2"
ID0954,1,36,2,0,3,3,1,0,0,0,4,0,0,"2"
ID0955,1,41,0,0,4,3,1,1,0,0,2,0,0,"2"
ID0957,1,35,8,2,1,4,1,1,0,3,4,2,1,"4"
ID0958,1,34,0,0,3,4,1,1,0,1,2,0,0,"2"
ID0959,1,37,7,2,3,3,1,1,0,3,1,2,1,"2"
ID0960,1,57,0,0,4,1,1,0,0,1,1,0,1,"2"
ID0963,1,51,8,2,3,4,1,0,0,1,2,1,1,"2"
ID0964,1,47,0,0,4,4,1,0,0,0,4,0,0,"2"
ID0966,1,29,14,2,3,4,1,0,0,2,1,2,1,"2"
ID0968,1,49,12,2,3,3,0,0,0,1,1,2,1,"2"
ID0969,1,33,0,0,3,2,1,0,0,0,2,0,0,"2"
ID0970,1,26,0,0,3,2,0,0,0,1,1,2,1,"2"
ID0972,1,47,0,0,3,3,1,0,0,4,4,0,1,"2"
ID0973,1,26,10,2,3,3,1,0,0,3,2,2,0,"2"
ID0974,1,32,5,2,3,4,1,0,0,1,1,3,1,"2"
ID0978,1,38,0,0,3,3,1,0,0,0,2,0,1,"2"
ID0979,1,31,0,1,4,4,1,1,0,2,2,0,1,"2"
ID0980,1,49,0,0,4,4,1,0,0,1,2,0,1,"2"
ID0981,1,48,0,0,4,3,1,0,0,1,2,0,1,"2"
ID0982,1,30,0,0,3,3,1,0,0,0,2,0,0,"2"
ID0983,1,29,0,0,3,4,1,0,0,2,2,0,0,"2"
ID0984,1,48,5,1,4,4,1,0,0,1,3,0,0,"2"
ID0985,1,28,5,2,2,2,1,0,0,1,2,0,0,"2"
ID0986,1,23,0,0,4,3,1,0,0,1,3,0,1,"2"
ID0987,1,24,0,0,3,4,1,0,0,0,2,0,0,"2"
ID0990,1,34,5,1,3,3,1,0,0,4,2,0,0,"2"
ID0991,1,27,8,2,2,3,1,1,0,2,2,2,0,"2"
ID1005,0,24,8,1,4,3,1,1,0,0,4,2,1,"2"
ID1006,0,25,10,2,4,4,0,1,0,3,4,2,0,"2"
ID1007,1,29,5,2,3,4,1,0,1,1,3,1,0,"2"
ID1011,1,41,5,1,4,3,1,0,1,2,3,0,1,"3"
ID1013,0,25,4,1,4,3,1,0,0,0,3,2,1,"2"
ID1015,0,25,8,1,4,4,1,0,0,0,4,2,1,"2"
ID1016,0,31,3,0,2,4,0,1,1,3,3,0,1,"3"
ID1018,1,42,0,1,3,3,1,1,1,0,4,0,1,"3"
ID1019,1,27,7,2,3,3,1,1,1,0,2,0,1,"3"
ID1026,1,54,0,0,4,3,1,1,0,4,2,2,1,"2"
ID1027,1,34,0,1,1,2,1,0,0,4,2,1,1,"2"
ID1028,1,26,0,0,4,4,1,1,0,3,2,2,1,"2"
ID1029,1,44,0,0,4,4,1,1,0,4,2,2,1,"2"
ID1030,1,35,0,0,2,3,1,0,1,4,3,0,1,"3"
ID1031,1,37,0,0,1,3,1,0,0,3,4,3,1,"2"
ID1032,1,36,0,0,1,3,1,0,0,3,3,2,1,"2"
ID1033,1,55,0,0,5,3,1,1,1,1,1,1,1,"2"
ID1034,1,53,0,1,4,4,1,0,1,1,1,0,1,"3"
ID1035,1,48,0,0,3,4,1,1,0,2,4,1,1,"2"
ID1036,1,39,0,0,4,3,1,1,1,2,4,2,1,"2"
ID1038,1,37,10,2,5,4,1,1,0,1,1,1,1,"2"
ID1041,0,52,5,2,4,3,1,0,1,0,2,2,0,"2"
ID1042,0,30,0,0,3,4,1,1,0,3,2,2,0,"2"
ID1043,0,27,5,1,4,4,1,1,0,3,4,2,0,"2"
ID1045,1,37,0,0,4,4,1,1,0,0,4,1,0,"2"
ID1046,1,40,0,0,2,4,1,0,0,0,2,2,0,"2"
ID1049,1,57,0,0,4,4,1,1,0,0,2,1,0,"2"
ID1051,1,54,0,0,4,3,1,1,0,4,2,2,0,"2"
ID1052,1,55,0,0,2,2,1,1,0,3,3,1,0,"2"
ID1053,1,36,0,0,2,3,1,1,0,3,3,0,0,"2"
ID1054,1,28,8,2,4,4,1,1,0,2,2,1,0,"2"
ID1056,1,45,0,0,4,3,1,1,1,1,2,1,0,"2"
ID1057,1,42,0,0,3,3,1,1,1,1,1,1,0,"2"
ID1058,1,26,5,2,2,3,1,0,0,1,2,2,0,"2"
ID1061,1,39,0,0,1,4,1,0,0,1,2,3,0,"2"
ID1064,1,32,0,0,3,3,1,1,0,2,2,2,1,"2"
ID1065,1,41,0,0,3,99,1,1,0,1,4,1,1,"2"
ID1066,1,47,2,1,4,3,1,1,0,2,4,3,1,"2"
ID1067,1,29,0,0,4,99,1,1,0,0,1,2,1,"2"
ID1068,1,27,0,0,4,2,1,1,0,0,2,1,1,"2"
ID1069,1,31,0,0,2,3,1,1,0,2,1,3,1,"2"
ID1070,1,29,8,2,2,3,1,0,0,4,4,1,1,"2"
ID1071,1,40,0,0,4,3,0,1,0,3,2,3,1,"2"
ID1072,1,54,0,0,2,99,1,1,0,1,3,2,1,"2"
ID1073,1,31,0,0,2,3,1,1,0,4,1,1,1,"2"
ID1074,1,37,5,1,2,3,1,1,0,4,4,3,1,"2"
ID1075,1,32,4,1,2,3,1,1,0,2,3,1,1,"2"
ID1076,1,41,0,0,4,3,1,1,0,3,1,2,0,"2"
ID1077,1,42,0,0,4,3,1,1,0,3,3,1,0,"1"
ID1078,1,25,0,0,3,3,1,1,0,3,2,2,0,"2"
ID1081,1,25,5,1,4,4,1,1,0,3,1,2,0,"2"
ID1082,1,32,0,0,2,3,1,1,0,1,2,2,0,"2"
ID1083,1,58,0,0,3,3,1,1,0,3,2,2,0,"2"
ID1084,1,45,5,1,3,2,1,1,0,4,3,0,0,"2"
ID1085,1,47,0,0,4,4,1,1,0,2,2,1,0,"2"
ID1086,0,37,14,2,2,4,1,1,0,4,3,1,0,"2"
